SERIAL_ID,ORDER_ID,TICKET_ITEM_ID,PRINT_TIMES,IDENTITY,PROGRAM_ID,PROGRAM_NAME,CREATE_DATE,PLAY_DATE,PLAY_TIME,TICKET_BOOTH_RUNNING_NUM,PRICE,T_STANDARD_TICKET_TYPE_NAME,SEAT_REGION_NAME,FLOOR_NO,SEAT_ROW,SEAT_NO,TICKET_SHIPPING_RATE_ID,TICKET_FEE,SHIPPING_ZIP1,SHIPPING_COUNTRY_ID1,SHIPPING_TOWN_ID1,SHIPPING_COUNTRY_ID2,SHIPPING_TOWN_ID2,SHIPPING_ZIP2,ORDER_NUM,TICKET_ENTRANCE_NO,SEX,ADDRESS
3380,25856,51576,2,A12284,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/11 a.m. 08:37:35.,10/17/10,15:00,40667,4000,non-member,FloorB1FloorSectionB,1,,,4,50,105,1,4,1,4,105,25856,1,male,3972
3381,25856,51575,2,A12284,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/11 a.m. 08:37:35.,10/17/10,15:00,40665,4000,non-member,FloorB1FloorSectionB,1,,,4,50,105,1,4,1,4,105,25856,1,male,3972
3382,25856,51574,2,A12284,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/11 a.m. 08:37:35.,10/17/10,15:00,40666,4000,non-member,FloorB1FloorSectionB,1,,,4,50,105,1,4,1,4,105,25856,1,male,3972
3407,22099,40856,3,F22577,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:33:00.,10/17/10,15:00,33598,3500,member,Floor2Sectionred2E,1,6,6,2,50,231,3,30,1,11,115,22099,0,female,4561
3408,22099,40855,3,F22577,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:33:00.,10/17/10,15:00,33599,3500,member,Floor2Sectionred2E,1,6,7,2,50,231,3,30,1,11,115,22099,0,female,4561
3484,22040,40726,3,F22569,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:26:19.,10/17/10,15:00,33469,3500,member,Floor2Sectionred2E,1,6,15,2,50,220,3,22,3,22,220,22040,0,female,5264
3485,22040,40725,3,F22569,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:26:19.,10/17/10,15:00,33470,3500,member,Floor2Sectionred2E,1,6,16,2,50,220,3,22,3,22,220,22040,0,female,5264
3568,22159,41000,3,Q12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:40:47.,10/17/10,15:00,33741,3500,member,Floor2Sectionred2C,1,9,8,2,50,407,9,108,9,108,407,22159,0,male,4651
3569,22159,40999,3,Q12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:40:47.,10/17/10,15:00,33743,3500,member,Floor2Sectionred2C,1,9,10,2,50,407,9,108,9,108,407,22159,0,male,4651
3570,22159,40998,3,Q12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:40:47.,10/17/10,15:00,33742,3500,member,Floor2Sectionred2C,1,9,9,2,50,407,9,108,9,108,407,22159,0,male,4651
3571,22159,40997,3,Q12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:40:47.,10/17/10,15:00,33740,3500,member,Floor2Sectionred2C,1,9,7,2,50,407,9,108,9,108,407,22159,0,male,4651
3621,22793,42471,10,A12800,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:38:54.,10/17/10,15:00,35199,2500,member,Floor3Sectionyellow3H,1,6,10,2,50,114,1,10,1,10,114,22793,0,male,3494
3622,22793,42470,10,A12800,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:38:54.,10/17/10,15:00,35200,2500,member,Floor3Sectionyellow3H,1,6,9,2,50,114,1,10,1,10,114,22793,0,male,3494
3647,24566,46238,3,H12419,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:13:10.,10/17/10,15:00,38914,4000,member,FloorB1FloorSectionC,1,,,2,50,330,7,81,7,81,330,24566,1,male,4344
3648,24566,46237,3,H12419,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:13:10.,10/17/10,15:00,38913,4000,member,FloorB1FloorSectionC,1,,,2,50,330,7,81,7,81,330,24566,1,male,4344
3649,25455,50986,2,H12419,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 12:57:49.,10/17/10,15:00,40010,4000,non-member,FloorB1FloorSectionB,1,,,4,50,330,7,81,7,87,338,25455,1,male,4344
3650,25455,50985,2,H12419,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 12:57:49.,10/17/10,15:00,40009,4000,non-member,FloorB1FloorSectionB,1,,,4,50,330,7,81,7,87,338,25455,1,male,4344
3669,23383,43742,3,H22397,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:21:53.,10/17/10,15:00,36462,1800,member,Floor3Sectionyellow3D,1,25,28,2,50,334,7,83,7,83,334,23383,0,male,4700
3670,23383,43741,3,H22397,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:21:53.,10/17/10,15:00,36461,1800,member,Floor3Sectionyellow3D,1,25,29,2,50,334,7,83,7,83,334,23383,0,male,4700
3774,23080,43097,3,H12346,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:59:00.,10/17/10,15:00,35824,1800,member,Floor3Sectionyellow3G,1,22,1,2,50,523,11,154,11,154,523,23080,0,male,5320
3775,23080,43096,3,H12346,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:59:00.,10/17/10,15:00,35823,1800,member,Floor3Sectionyellow3G,1,22,2,2,50,523,11,154,11,154,523,23080,0,male,5320
3776,23080,43095,3,H12346,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:59:00.,10/17/10,15:00,35821,1800,member,Floor3Sectionyellow3G,1,22,4,2,50,523,11,154,11,154,523,23080,0,male,5320
3777,23080,43094,3,H12346,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:59:00.,10/17/10,15:00,35822,1800,member,Floor3Sectionyellow3G,1,22,3,2,50,523,11,154,11,154,523,23080,0,male,5320
3803,23977,45016,3,L12400,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:34:47.,10/17/10,15:00,37719,3500,member,Floor2Sectionpurple2B,1,11,7,2,50,428,10,125,1,12,116,23977,0,male,5219
3804,23977,45015,3,L12400,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:34:47.,10/17/10,15:00,37720,3500,member,Floor2Sectionpurple2B,1,11,6,2,50,428,10,125,1,12,116,23977,0,male,5219
3809,24134,45337,4,O20049,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 08:00:06.,10/17/10,15:00,38034,3500,member,Floor2Sectionpurple2E,1,13,10,2,50,104,1,3,1,3,104,24134,0,female,5260
3812,23120,43181,2,T12392,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:01:50.,10/17/10,15:00,35908,4000,member,FloorB1FloorSectionC,1,,,2,50,830,19,274,19,274,830,23120,1,male,5268
3813,23120,43179,2,T12392,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:01:50.,10/17/10,15:00,35906,4000,member,FloorB1FloorSectionC,1,,,2,50,830,19,274,19,274,830,23120,1,male,5268
3827,21366,39053,3,F22531,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:54:48.,10/17/10,15:00,31795,3500,member,Floor2Sectionred2C,1,8,15,2,50,236,3,35,3,35,236,21366,0,male,5282
3828,21366,39052,3,F22531,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:54:48.,10/17/10,15:00,31794,3500,member,Floor2Sectionred2C,1,8,14,2,50,236,3,35,3,35,236,21366,0,male,5282
3829,21366,39051,3,F22531,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:54:48.,10/17/10,15:00,31793,3500,member,Floor2Sectionred2C,1,8,13,2,50,236,3,35,3,35,236,21366,0,male,5282
3895,22177,41047,2,P12365,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:45:08.,10/17/10,15:00,33794,3500,member,Floor2Sectionred2D,1,9,4,2,50,631,15,194,15,194,630,22177,0,male,4391
3896,22177,41046,2,P12365,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:45:08.,10/17/10,15:00,33793,3500,member,Floor2Sectionred2D,1,9,3,2,50,631,15,194,15,194,630,22177,0,male,4391
3899,23717,44473,4,D22157,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:51:48.,10/17/10,15:00,37192,4000,member,FloorB1FloorSectionC,1,,,2,50,704,16,217,1,6,108,23717,1,female,4511
3900,23717,44472,4,D22157,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:51:48.,10/17/10,15:00,37191,4000,member,FloorB1FloorSectionC,1,,,2,50,704,16,217,1,6,108,23717,1,female,4511
3912,22755,42392,5,A22468,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:36:15.,10/17/10,15:00,35126,1800,member,Floor3Sectionyellow3F,1,21,18,2,50,104,1,3,1,3,104,22755,0,male,4945
3913,22755,42391,5,A22468,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:36:15.,10/17/10,15:00,35125,1800,member,Floor3Sectionyellow3F,1,21,19,2,50,104,1,3,1,3,104,22755,0,male,4945
3952,24311,45734,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 08:39:13.,10/17/10,15:00,38414,1800,member,Floor3Sectionyellow3E,1,20,6,2,50,407,9,112,9,112,407,24311,0,female,4570
3953,24311,45733,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 08:39:13.,10/17/10,15:00,38413,1800,member,Floor3Sectionyellow3E,1,20,7,2,50,407,9,112,9,112,407,24311,0,female,4570
3992,21515,39442,3,H12425,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:26:49.,10/17/10,15:00,32184,4000,member,FloorB1FloorSectionA,1,,,2,50,320,7,75,7,75,320,21515,1,male,4673
3993,21515,39441,3,H12425,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:26:49.,10/17/10,15:00,32183,4000,member,FloorB1FloorSectionA,1,,,2,50,320,7,75,7,75,320,21515,1,male,4673
4000,23031,42985,3,H12225,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:55:39.,10/17/10,15:00,35712,3500,member,Floor2Sectionpurple2B,1,13,2,2,50,111,1,8,1,1,100,23031,0,male,4873
4019,23828,44701,4,K22237,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:05:30.,10/17/10,15:00,37419,3500,member,Floor2Sectionpurple2E,1,13,27,2,50,357,8,94,8,94,357,23828,0,female,5308
4026,24792,46646,4,P12320,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:55:50.,10/17/10,15:00,39325,4000,member,FloorB1FloorSectionB,1,,,2,50,,3,22,3,22,,24792,1,male,5339
4027,24792,46645,4,P12320,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:55:50.,10/17/10,15:00,39324,4000,member,FloorB1FloorSectionB,1,,,2,50,,3,22,3,22,,24792,1,male,5339
4063,24504,46117,3,H12022,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 09:55:35.,10/17/10,15:00,38792,1800,member,Floor3Sectionyellow3H,1,23,5,2,50,106,1,5,1,5,106,24504,0,male,4317
4064,24504,46116,3,H12022,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 09:55:35.,10/17/10,15:00,38793,1800,member,Floor3Sectionyellow3H,1,23,4,2,50,106,1,5,1,5,106,24504,0,male,4317
4065,24504,46115,3,H12022,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 09:55:35.,10/17/10,15:00,38790,1800,member,Floor3Sectionyellow3H,1,23,7,2,50,106,1,5,1,5,106,24504,0,male,4317
4066,24504,46114,3,H12022,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 09:55:35.,10/17/10,15:00,38791,1800,member,Floor3Sectionyellow3H,1,23,6,2,50,106,1,5,1,5,106,24504,0,male,4317
4069,23462,43922,2,S22350,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:30:39.,10/17/10,15:00,36641,1800,member,Floor3Sectionyellow3D,1,21,2,2,50,402,9,108,9,108,402,23462,0,female,4362
4070,23462,43921,2,S22350,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:30:39.,10/17/10,15:00,36642,1800,member,Floor3Sectionyellow3D,1,21,1,2,50,402,9,108,9,108,402,23462,0,female,4362
4078,21588,39626,2,S22112,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:40:54.,10/17/10,15:00,32368,800,member,Floor3Sectionyellow3C,1,29,7,2,50,811,18,259,18,259,811,21588,0,female,4438
4079,21588,39625,2,S22112,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:40:54.,10/17/10,15:00,32366,800,member,Floor3Sectionyellow3C,1,29,9,2,50,811,18,259,18,259,811,21588,0,female,4438
4080,21588,39624,2,S22112,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:40:54.,10/17/10,15:00,32365,800,member,Floor3Sectionyellow3C,1,29,10,2,50,811,18,259,18,259,811,21588,0,female,4438
4081,21588,39623,2,S22112,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:40:54.,10/17/10,15:00,32367,800,member,Floor3Sectionyellow3C,1,29,8,2,50,811,18,259,18,259,811,21588,0,female,4438
4121,21794,40150,10,A12624,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:33:01.,10/17/10,15:00,32892,800,member,Floor3Sectionyellow3H,1,29,5,2,50,235,3,34,3,34,235,21794,0,male,4737
4159,22049,40743,5,A22631,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:27:56.,10/17/10,15:00,33487,3500,member,Floor2Sectionyellow2D,1,9,13,2,50,235,3,34,3,34,235,22049,0,male,5312
4218,21929,40489,5,A22511,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:10:04.,10/17/10,15:00,33235,3500,member,Floor2Sectionred2E,1,6,23,2,50,100,1,1,1,1,100,21929,0,female,5365
4229,21974,40590,5,A22609,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:15:49.,10/17/10,15:00,33336,1800,member,Floor3Sectionyellow3D,1,9,12,2,50,307,6,67,6,67,307,21974,0,female,5370
4240,23819,44685,4,B12211,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:04:24.,10/17/10,15:00,37401,1800,member,Floor3Sectionyellow3C,1,14,17,2,50,406,9,111,9,112,407,23819,0,male,5375
4241,23819,44684,4,B12211,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:04:24.,10/17/10,15:00,37402,1800,member,Floor3Sectionyellow3C,1,14,16,2,50,406,9,111,9,112,407,23819,0,male,5375
4242,23819,44683,4,B12211,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:04:24.,10/17/10,15:00,37403,1800,member,Floor3Sectionyellow3C,1,14,15,2,50,406,9,111,9,112,407,23819,0,male,5375
4262,22386,41555,4,E22526,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:05:57.,10/17/10,15:00,34301,3500,member,Floor2Sectionyellow2A,1,9,14,2,50,800,18,251,18,251,800,22386,0,female,4675
4263,22386,41554,4,E22526,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:05:57.,10/17/10,15:00,34299,3500,member,Floor2Sectionyellow2A,1,9,16,2,50,800,18,251,18,251,800,22386,0,female,4675
4264,22386,41553,4,E22526,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:05:57.,10/17/10,15:00,34302,3500,member,Floor2Sectionyellow2A,1,9,13,2,50,800,18,251,18,251,800,22386,0,female,4675
4265,22386,41552,4,E22526,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:05:57.,10/17/10,15:00,34300,3500,member,Floor2Sectionyellow2A,1,9,15,2,50,800,18,251,18,251,800,22386,0,female,4675
4285,26014,51800,2,B12171,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/12 p.m. 10:52:38.,10/17/10,15:00,40864,2500,non-member,Floor3Sectionyellow3G,1,4,2,4,50,114,1,10,1,10,114,26014,0,male,4709
4307,26024,51805,2,Q22298,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/12 p.m. 11:13:33.,10/17/10,15:00,40873,2500,non-member,Floor3Sectionyellow3G,1,3,8,4,50,812,18,260,18,260,812,26024,0,female,5276
4386,21400,39138,4,A22944,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:05:17.,10/17/10,15:00,31880,4000,member,FloorB1FloorSectionA,1,,,2,50,104,1,3,1,3,104,21400,1,female,2934
4387,21400,39137,4,A22944,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:05:17.,10/17/10,15:00,31879,4000,member,FloorB1FloorSectionA,1,,,2,50,104,1,3,1,3,104,21400,1,female,2934
4388,21400,39136,4,A22944,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:05:17.,10/17/10,15:00,31878,4000,member,FloorB1FloorSectionA,1,,,2,50,104,1,3,1,3,104,21400,1,female,2934
4389,21400,39135,4,A22944,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:05:17.,10/17/10,15:00,31877,4000,member,FloorB1FloorSectionA,1,,,2,50,104,1,3,1,3,104,21400,1,female,2934
4409,23565,44136,5,A22519,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:38:26.,10/17/10,15:00,36849,3500,member,Floor2Sectionyellow2B,1,15,3,2,50,220,3,22,3,22,220,23565,0,female,4099
4410,23565,44135,5,A22519,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:38:26.,10/17/10,15:00,36851,3500,member,Floor2Sectionyellow2B,1,15,1,2,50,220,3,22,3,22,220,23565,0,female,4099
4411,23565,44134,5,A22519,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:38:26.,10/17/10,15:00,36850,3500,member,Floor2Sectionyellow2B,1,15,2,2,50,220,3,22,3,22,220,23565,0,female,4099
4452,23560,44124,4,N22471,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:37:48.,10/17/10,15:00,36838,1800,member,Floor3Sectionyellow3D,1,22,2,2,50,320,7,75,7,75,320,23560,0,male,4359
4453,23560,44123,4,N22471,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:37:48.,10/17/10,15:00,36839,1800,member,Floor3Sectionyellow3D,1,22,1,2,50,320,7,75,7,75,320,23560,0,male,4359
4477,23996,45057,2,U12162,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:38:38.,10/17/10,15:00,37757,3500,member,Floor2Sectionred2D,1,12,13,2,50,632,15,195,15,195,632,23996,0,male,4507
4492,22027,40702,4,E22039,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:23:59.,10/17/10,15:00,33445,3500,member,Floor2Sectionyellow2D,1,9,24,2,50,813,18,261,18,261,813,22027,0,female,4939
4493,22027,40701,4,E22039,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:23:59.,10/17/10,15:00,33446,3500,member,Floor2Sectionyellow2D,1,9,23,2,50,813,18,261,18,261,813,22027,0,female,4939
4511,21790,40142,5,A22652,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:31:01.,10/17/10,15:00,32883,3500,member,Floor2Sectionyellow2B,1,6,12,2,50,234,3,33,3,33,234,21790,0,female,5333
4512,21790,40141,5,A22652,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:31:01.,10/17/10,15:00,32882,3500,member,Floor2Sectionyellow2B,1,6,13,2,50,234,3,33,3,33,234,21790,0,female,5333
4513,21790,40140,4,A22652,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:31:01.,10/17/10,15:00,32884,3500,member,Floor2Sectionyellow2B,1,6,11,2,50,234,3,33,3,33,234,21790,0,female,5333
4526,21324,38935,2,S22387,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:34:56.,10/17/10,15:00,31676,4000,member,Floor2Sectionyellow2C,1,1,16,2,50,813,18,261,18,261,813,21324,0,female,4103
4527,21324,38934,2,S22387,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:34:56.,10/17/10,15:00,31675,4000,member,Floor2Sectionyellow2C,1,1,17,2,50,813,18,261,18,261,813,21324,0,female,4103
4528,21324,38933,2,S22387,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:34:56.,10/17/10,15:00,31677,4000,member,Floor2Sectionyellow2C,1,1,15,2,50,813,18,261,18,261,813,21324,0,female,4103
4529,21324,38932,2,S22387,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:34:56.,10/17/10,15:00,31674,4000,member,Floor2Sectionyellow2C,1,1,18,2,50,813,18,261,18,261,813,21324,0,female,4103
4629,22567,41980,4,F12769,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:20:47.,10/17/10,15:00,34716,1800,member,Floor3Sectionyellow3B,1,14,12,2,50,236,3,35,3,35,236,22567,0,male,3982
4630,22567,41979,4,F12769,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:20:47.,10/17/10,15:00,34715,1800,member,Floor3Sectionyellow3B,1,14,13,2,50,236,3,35,3,35,236,22567,0,male,3982
4656,24039,45145,4,O20033,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:44:40.,10/17/10,15:00,37843,1800,member,Floor3Sectionyellow3C,1,14,10,2,50,300,5,61,5,61,300,24039,0,male,4267
4749,22681,42222,5,A22605,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:29:51.,10/17/10,15:00,34955,3500,member,Floor2Sectionred2E,1,10,5,2,50,427,10,124,10,124,427,22681,0,female,4161
4755,22730,42333,3,F22889,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:34:13.,10/17/10,15:00,35065,1800,member,Floor3Sectionyellow3G,1,16,21,2,50,224,3,26,3,26,224,22730,0,female,4162
4756,22730,42332,3,F22889,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:34:13.,10/17/10,15:00,35066,1800,member,Floor3Sectionyellow3G,1,16,20,2,50,224,3,26,3,26,224,22730,0,female,4162
4757,22730,42331,3,F22889,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:34:13.,10/17/10,15:00,35063,1800,member,Floor3Sectionyellow3G,1,16,23,2,50,224,3,26,3,26,224,22730,0,female,4162
4758,22730,42330,3,F22889,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:34:13.,10/17/10,15:00,35064,1800,member,Floor3Sectionyellow3G,1,16,22,2,50,224,3,26,3,26,224,22730,0,female,4162
4807,23484,43968,10,A12634,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:32:36.,10/17/10,15:00,36688,4000,member,FloorB1FloorSectionD,1,,,2,50,105,1,4,1,4,105,23484,1,male,4687
4839,22179,41051,4,B22213,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:45:18.,10/17/10,15:00,33798,1800,member,Floor3Sectionyellow3D,1,13,8,2,50,401,9,107,9,106,400,22179,0,female,5180
4840,22179,41050,4,B22213,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:45:18.,10/17/10,15:00,33797,1800,member,Floor3Sectionyellow3D,1,13,9,2,50,401,9,107,9,106,400,22179,0,female,5180
4841,22179,41049,4,B22213,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:45:18.,10/17/10,15:00,33796,1800,member,Floor3Sectionyellow3D,1,13,10,2,50,401,9,107,9,106,400,22179,0,female,5180
4937,24663,46411,3,H22329,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:25:06.,10/17/10,15:00,39089,1800,member,Floor3Sectionyellow3C,1,21,13,2,50,330,7,81,7,81,330,24663,0,female,4096
4938,24663,46410,3,H22329,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 10:25:06.,10/17/10,15:00,39088,1800,member,Floor3Sectionyellow3C,1,21,14,2,50,330,7,81,7,81,330,24663,0,female,4096
4975,21868,40332,3,F22639,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:56:19.,10/17/10,15:00,33074,3500,member,Floor2Sectionyellow2B,1,6,18,2,50,220,3,22,3,22,220,21868,0,male,4324
4998,23101,43141,4,C12109,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:00:37.,10/17/10,15:00,35868,3500,member,Floor2Sectionyellow2A,1,13,21,2,50,100,1,1,1,1,100,23101,0,male,4183
4999,23101,43140,4,C12109,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:00:37.,10/17/10,15:00,35867,3500,member,Floor2Sectionyellow2A,1,13,22,2,50,100,1,1,1,1,100,23101,0,male,4183
5023,22110,40885,3,M22249,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:33:56.,10/17/10,15:00,33627,2500,member,Floor3Sectionyellow3H,1,1,14,2,50,404,9,110,9,110,404,22110,0,female,4761
5024,22110,40884,3,M22249,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:33:56.,10/17/10,15:00,33626,2500,member,Floor3Sectionyellow3H,1,1,15,2,50,404,9,110,9,110,404,22110,0,female,4761
5025,22110,40883,3,M22249,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:33:56.,10/17/10,15:00,33628,2500,member,Floor3Sectionyellow3H,1,1,13,2,50,404,9,110,9,110,404,22110,0,female,4761
5034,22822,42539,4,A22884,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:41:22.,10/17/10,15:00,35266,3500,member,Floor2Sectionyellow2A,1,10,19,2,50,114,1,10,1,10,114,22822,0,female,6311
5035,22822,42538,4,A22884,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:41:22.,10/17/10,15:00,35267,3500,member,Floor2Sectionyellow2A,1,10,18,2,50,114,1,10,1,10,114,22822,0,female,6311
